name,total_cost,central_share,state_share,planned_fhtc,parent_smtid,old_scheme_id,IMIS id
RETROFITTING OF UJAN NAGAR W/S/S,4298300,3868400,429800,325,5820,22819,8223658
Retrofitting of Ukhamati PWSS,855000,769500,85500,232,3052,32071,8198701
Retrofitting of Uriagaon PWSS,3096200,2785800,309500,510,6124,26985,
RETROFITTING OF UTTAR BARPUKHURI PWSS,2743600,2469200,274400,144,4863,32729,
RETROFITTING OF UTTAR DHUMKAR W/S/S,4917600,4425800,491800,251,7319,22825,8223410
RETROFITTING OF UTTAR KEKURI KARBI GAON PIPED WATER SUPPLY SCHEME,2278100,2050300,227800,63,5107,31297,
RETROFITTING OF UTTAR RANGHAR  W/S/S,4650300,4185300,465000,156,1611,23463,
RETROFITTING OF VITOR GANGAPUR W/S/S,570000,513000,57000,494,7300,27202,
RETROFITTING OF VOTERCHAK W/S/S,1045000,940500,104500,61,9171,30849,
RETROFITTING OF WEST JARAILTALA  W/S/S,1707000,1536700,170700,84,1614,26547,8166622
RETROFITTING OFBRAHMAJAN TE GRANT-4 PIPED WATER SUPPLY SCHEME,1565500,1409000,156600,245,5926,31929,
RETROFITTING OFKANIHA PWSS,2508200,2257300,250800,186,2376,31701,
RETROFITTING OFNASATRA PWSS,2470400,2223400,247000,152,2410,30925,8217628
RETTEOFITING OF GHILA CHOWK BAZAR PWSS,581000,496800,55200,0,18271,28287,
RETTROFITING OF KHAKRISAL PWSS,7188000,6145700,682900,80,18272,28292,
REV RETRO Ahom Pathar PWSS,2248500,1923300,213700,0,962,32393,
REV RETRO ATA PWSS,1766000,1509300,167700,30,1881,32257,
REV RETRO BAMUNA PWSS,2094700,1791000,199000,0,997,32158,
REV RETRO BAR AMRIKHOWA PWSS,6048000,5170500,574500,30,1020,32672,
REV RETRO BARADI PALAHARTAL PWSS,2011100,1719900,191100,38,5335,32125,
REV RETRO BAYASHA PWSS,1896000,1620900,180100,28,1052,32874,
REV RETRO BELBARI PWSS,2319000,1982700,220300,0,5345,32150,
REV RETRO BHAKUATEPA ROWLY PWSS,3300100,2065500,229500,36,1061,32824,
REV RETRO BYASKUCHI PWSS,2922000,2498000,277600,55,1114,32172,8154877
REV RETRO CHATAGAON PWSS,3037200,2696500,288500,0,1121,31766,8154893
REV RETRO DABALIAPARA PT ,3797000,3246300,360700,0,5337,32201,
REV RETRO DAMALJHAR PWSS,1330000,1138000,126400,20,5598,32628,
REV RETRO GAHERPAM PWSS,2627000,2245500,249500,0,1193,31768,8155031
REV RETRO GARIA CHATALA PWSS,5289500,4521600,502400,0,5616,32374,
REV RETRO Guagacha PWSS,552100,471600,52400,0,5552,32271,
REV RETRO HAJIPARA PT ,397100,340200,37800,0,5340,32589,
REV RETRO KAIMARI PWSS,5267000,4502700,500300,0,5376,32286,
REV RETRO KALITAPARA PWSS,3334100,2850300,316700,50,1368,32127,
REV RETRO Keotpara PWSS,1153000,985500,109500,30,5479,32379,
REV RETRO NEULARBHITHA PWSS,802600,686700,76300,0,1401,32872,
Rev Retro Sundaridia PWSS,3018900,2597400,288600,30,1055,32111,
REV. Retro BARGHOPA PWSS,6018000,5145300,571700,44,1033,32019,
REV. RETRO HARIPUR PWSS,4698000,4015800,446200,30,1226,31604,
REV. RETRO KALJAHI PATHAR PWSS,6156000,5263200,8584800,33,5389,31530,3382654
REV. RETRO KARAKUCHI PWSS,2729000,2204100,244900,21,1910,31828,
REV. RETRO NIZ BAHARI PWSS,1329600,1136700,126300,25,1410,31925,
REV. RETRO SATRA BARADI PWSS,3365000,2876400,319600,35,5426,31755,
REV. RETRO Sonkuchi PWSS,6176600,5280300,586700,0,1065,32075,
REV. RETRO SUHABIL DOLONI PWSS,5133000,4388400,487600,30,5347,31777,
RIMIJHIMIGHAT PWSS,830000,710000,79000,243,2015,32929,
RISIPARA PWSS,3771000,3224000,358000,103,484,31716,8156208
ROBI BONAI GAON PWSS,4354800,3919300,435500,245,502,30615,8155917
ROBORBARI PWSS,919000,826800,92000,177,5359,30764,8222582
ROBORTOLI PWSS,6275700,5648000,628000,130,5848,31147,8229534
ROMAI PWSS,4237000,3813300,423700,100,6419,32021,
Rongabam WSS,4415000,3775000,419000,266,7014,31751,
Rongagora Grant PWSS,261300,235100,26100,340,6997,33069,
RONGDOI ZONE,5875800,5288200,587600,1805,5428,29685,5435510
RONGJANGPHONG PWSS,284000,255600,28400,270,4500,29655,
RONGKUROI PWSS,516000,464400,51600,78,6181,30855,8238003
RONGPUR I WSS,3079000,2771000,308000,209,3525,29720,8209164
RONGPUR NORTH  WSS,5548000,4993000,555000,278,4365,32146,8195792
Rongpur P.W.S.Scheme,5100000,4361000,485000,300,1407,32366,
Rongpur Pt.II PWSS,1000000,855000,95000,215,6908,31575,
RONGPUR VI WSS,4390000,3951000,439000,188,3533,32258,8216975
RONGPUR VIII WSS,150000,135000,15000,157,3535,31640,
RONGPUR W.S.S.,6019200,5417300,601900,403,453,28946,8202097
RONGPURIA PWSS,683000,615000,68000,241,7485,32875,
ROWA-II PWSS,2382000,2037000,226000,0,710,31742,8152249
Rowduar PWSS,499700,449700,50000,330,7639,32895,
ROWMARI PWSS,4400400,3960400,440000,112,5091,23576,8236033
Rowmari Reserve PWSS,2550000,2180300,242300,380,5670,32953,
RUBBER BAGAON - INDIRA NAGAR PWSS (Revised),2650000,2265800,251800,18,299,31159,8153228
RUDRESWAR BAMUNIGAON PWSS (Revised),1662500,1496300,166300,70,5391,28836,5441293
Rukni Pt.III P.W.S.Scheme,5280000,4514000,502000,359,811,32330,
Rukni Pt.IV PWSS,3909000,3342000,371000,233,7067,31602,
Rukni Shibtilla P.W.S.Scheme,4660000,3984000,443000,359,803,31679,
Rumai Gavaru PWSS,1034600,931000,103000,206,5239,31453,8230639
RUNIKHATA PWSS,3095100,2785600,309500,83,5853,32616,
RUPACHERRA RA WSS,252000,227000,25000,254,6493,29570,8223998
RUPACHERRA TE WSS,1230000,1107000,123000,114,6495,29719,8200415
RUPAHI GARPARA PWSS,866400,779800,86600,161,9833,33063,
RUPARCHAK PWSS,3934000,3540600,393400,74,3612,28345,8388090
RUPATHAL PWSS,1842000,1658000,184000,131,6616,31136,5431460
RUPJAN BHARALUWA PWSS,551000,495900,55100,307,6468,32725,
RUPKOLIA,3922600,3530300,392300,167,513,29446,8176292
RUPSHI PWSS,1414000,1209000,134000,287,7161,33050,
SABRI PWSS,3284000,2956000,328000,196,8598,29333,
SADAGARPARA PWSS (Revised),2670000,2282000,253000,139,5399,28299,6577381
SADHU CHAPORI Solar Powered Mini PWSS,1213100,1091800,121300,15,7763,31642,
SADHUKUTI PWSS,5416000,4874000,542000,50,8577,29335,
SAGARKUCHI PWSS,6118100,5231000,581200,581,3751,30912,8236283
Sagolia Pt II PWSS,2728000,2332000,260000,35,9138,32599,8238591
Sahabad II North  PWSS,3074000,2767000,307000,170,771,31330,8183116
SAHABAD PWSS,4327000,3894000,433000,301,3538,28214,8186656
SAHABRAMTOOK WSS,4019000,3617000,402000,160,5884,30960,8216935
Sahari PWSS,601000,541000,60000,340,3406,30934,
Saidoria PWSS,2466200,2219600,246600,316,3141,31851,8190695
Saidpur Pt.II PWSS,900000,770000,86000,699,7098,32834,
Saidpur Pt.IV PWSS,4180000,3573900,300000,317,7182,31382,
Saidpur PWSS,4687700,4007900,445300,424,7097,30938,8236228
SAIDPUR WEST  PWSS,341000,307000,34000,315,3545,31291,6543194
Saikiapara PWSS,1657000,1416700,157400,40,1562,32516,
SAJPUR W.S.S.,6606300,5945700,660600,427,456,27684,8202019
Sakali Tisso PWSS,5100000,4360500,484500,0,2711,32501,
SAKTIBARI PWSS (revised),1900000,1710000,190000,233,1389,32397,
Saktola PWSS,3715000,3344000,371000,220,3552,29794,8206477
SALAPATHER PWSS,1800000,1539000,171000,276,3084,31135,8224223
SALBARI BHURPAR PWSS,4414700,3973200,441500,121,5748,29318,
SALEPUR PWSS,4142000,3727800,414200,316,458,31215,8202100
Salganga P.W.S.Scheme,5100000,4360500,484500,239,1272,30718,8180710
SALJHURI PWSS,743000,635300,70600,145,7670,29665,8223638
Salkathani PWSS,1230000,1051700,116900,260,5214,26093,8238125
Salkathoni TE,4847000,4144000,460000,0,1474,32683,
Salmara PWSS (revised),2521000,2269000,252000,542,5006,32043,
Salmari PWSS (revised),5781000,5190000,577000,163,4970,31984,
Salnabori PWSS,4600000,3933000,437000,210,5673,31997,4503011
SALOIPARA PWSS,4180000,3762000,418000,22,487,28661,
Salpara Molandubi PWSS,2758000,2483000,275000,125,3468,31398,8203233
SALPARA PWSS,3600000,3078000,342000,110,3091,30618,8194896
SALPARA PWSS,3613000,3090000,343000,108,720,31666,8156241
SAMAGURI PWSS,1634000,1470600,163400,398,1233,32594,
SAMAGURI PWSS (REVISED),1204200,1029600,114400,0,301,28307,8155279
SAMAIJHORA PWSS,360000,308000,34000,101,630,31585,
Samalakhat PWSS,350000,299300,33300,0,105,31525,8160436
SAMBORIA PWSS,4051000,3464000,385000,160,7837,30313,8238424
Samelangso PWSS,846000,723300,80400,0,5850,32119,
SAMOGURI PWSS,266000,239400,26600,448,5843,31762,
Samorali Bazargaon PWSS,7418000,6342000,705000,315,4582,29689,8202663
Samorali Tupgaon PWSS,6156000,5263000,585000,140,4623,29365,8202776
Samukha PWSS (revised),1425000,1282500,142500,178,5008,30242,
Sangbar PWSS,1490000,1274000,141600,74,6379,31389,8215618
SANGCHUWA PRAZA LINE PWSS,418000,376200,41800,145,12029,30623,
SANGCHUWA PUCCA LINE PWSS,3032400,2729200,303200,217,4634,32903,
SANKARPUR PWSS,6606300,5945700,660600,418,459,32423,
Sanowa PWSS,6277000,5366800,596300,102,94,31074,8160418
SANPARA GRANT (revised),4332000,3898800,433200,98,577,28833,
SANPARA PARBAT (revised),2850000,2565000,285000,418,7550,31833,
Santijanpar Bhetioni PWSS,9025000,8122500,902500,332,6071,29676,
Santipukhuri PWSS,1651000,1411600,156800,37,283,31036,8146121
SANTIPUR PWSS,5477700,4929900,547800,57,5535,30751,
SANTIPUR PWSS,3484000,3136000,348000,183,2964,30622,5464439
SANTIPUR PWSS (revised),2375000,2137500,237500,100,2251,30984,
SAONAGAON PWSS,3364000,2876200,319600,50,2975,32569,
SAPEKHATI PWSS (Revised),2573900,2200700,244500,3,3841,28348,8162166
SAPKATA-II PWSS,1030000,881000,98000,355,2557,32954,
SAPKATI PWSS,1541900,1387700,154200,522,2215,28904,8188924
Saptagram PWSS,1000000,855000,95000,699,7200,31595,
SAPUN NAGAR PWSS,4080000,3672000,408000,104,4563,32512,
SARAGAON PWSS,4455500,4010000,445600,34,5808,23353,
SARAGUA GAON PWSS,5117200,4495600,621600,258,5166,32730,
Saraighat PWSS (Revised),4252200,3827000,425200,437,5103,29592,8226966
SARAN PWSS,649000,554900,61700,114,3772,31114,
Sarapara PWSS,3940000,3368000,375000,100,3542,31859,8202014
Saratpur PWSS,3724000,3351600,372400,200,2727,30697,8197411
SARMAJULI PWSS (revised),3432000,3090000,340000,488,1585,31617,
Sarpara muslimpara (revised),1901000,1711000,190000,151,6208,32073,
SARSAGENA WSS,3586000,3228000,359000,121,6497,30333,8209099
SARU DIRAK NO. 1 & 2 PWSS,3564400,3208000,356400,52,2016,31798,8177010
SARU RADHA ATI PWSS,3400000,2907000,323000,208,3095,30563,
SARUBHAGIA PWSS,1801800,1621600,180200,152,1370,32515,
SARUCHALLA PWSS,8740000,7866000,874000,259,7187,31941,
SARUPANI,2955500,2659900,295500,351,521,28502,8212851
Sarupeta PWSS,2773100,2495700,277300,183,5362,28868,8198216
Sarupothar Bahboria,4410000,3771000,419000,0,9291,32228,
Saster-1 pwss (revised),2028000,1825000,203000,118,4654,30326,
Sastrinagar P.W.S.Scheme,4604000,3936000,437000,249,867,32640,
SATBIL PWSS,790000,675000,75000,225,6879,30852,
Satgaon PWSS,3293000,2963700,329300,219,2706,30904,8220947
SATGAON PWSS (revised),4641000,4177000,464000,442,8335,32197,
Satkarakandi Pt.II PWSS,900000,770000,86000,366,7180,32838,
Satkarakandi PWSS,900000,769500,85500,314,7178,30791,
Satkhapori Doloni PWSS,2993000,2693700,299300,641,2726,31189,
Satrapara PWSS (revised),3772500,3395200,377300,98,5487,31067,
SATRIA PWSS,921500,829400,92200,192,9097,28920,8237099
Saudarvitha Piped Water Supply Scheme,3030000,2624000,291000,65,6643,30605,7828885
SEKADANI PWSS,1481000,1266000,141000,116,1625,31118,8208943
SENSOWA NO 2,2586000,2211000,245700,0,319,28415,8184556
SENSOWA PWSS,2515600,2264000,251600,224,5724,31867,
SENSOWA PWSS,475000,427500,47500,224,31867,31868,8218183
SENSUWA BARUAH PWSS,2185000,1868200,207600,296,6348,31700,8218187
Sentcatherine P.W.S.Scheme,830000,709700,78900,305,706,23324,8182643
Sepon,4315000,3689000,410000,408,1491,31456,8140545
SERFANGURI PWSS,554000,474000,53000,381,1471,32936,
SERULBAG PWSS,4808000,4327200,480800,239,464,30841,8201779
Sewrarthol P.W.S.Scheme ,1230000,1052000,117000,206,718,32848,
Shantinagar PWSS,6134000,5245000,583000,389,3510,32410,8205127
SHANTIPUR,1932300,1739100,193200,64,520,29478,
Shantipur PWSS,598500,538700,59900,330,9687,33047,
SHANTIPUR PWSS,2953700,2658400,295400,116,1952,31344,8177034
SHANTIPUR PWSS (Sadiya),5798800,5218900,579900,420,1957,32166,
Sheralipur PWSS,5477700,4929900,547800,67,3615,31122,8229206
SHERALIPUR PWSS,3066000,2759000,307000,121,9349,29860,8228675
Shibnagar W.S.Scheme,5250000,4489000,499000,162,865,32775,
Shrihati PWSS (Revised),2185000,1967000,219000,361,4547,29641,8231532
SHYAMAGURI PWSS,379000,324000,36000,178,1268,32924,
SHYAMRAIPUR,3617000,3255000,362000,98,490,31538,8195872
Siberbond PWSS,800000,684000,76000,204,6914,31573,
SIBERGOOL PWSS,3800000,3420000,380000,129,8599,29325,
Sibpur No.1 PWSS,4962000,4243000,471000,129,4624,28248,8203294
Sibpur No.2,4593000,3927000,436000,60,1765,29763,8162020
Sibpur Pt.II PWSS,833000,712000,79000,134,6911,32396,
Sibpur Pt.III PWSS,3025000,2586000,287000,206,6917,32319,
SIDDESWAR SHIBBARI WSS,3131000,2818000,313000,100,4364,31693,
SIDHABARI PWSS,4035600,3632000,403600,299,2218,29884,8213470
SIGRI PWSS,3253000,2781000,309000,182,698,32670,8197113
SIKIAJULI KAHIBARI PWSS,3774000,3397000,377000,198,688,31637,8159704
Sikilangso PWSS,2027300,1824600,202700,79,6380,31735,8208160
SILAIRPAR PWSS,656000,560900,62300,298,9243,30591,8343188
SILBARI ABADIPARA PWSS,4938000,4222000,400000,92,5041,31173,
SILBARI PWSS,2909900,2618900,291000,72,5869,23575,8234164
SILBARI PWSS,987000,844000,94000,470,2345,32907,
Silcoorie  PWSS,3659000,3128400,347600,287,4874,31120,8228515
Silcoorie Camp PWSS,753000,644000,72000,167,7054,32049,
Silcoorie Dharamkhal PWSS,4000000,3420000,380000,190,4890,32995,
Sildubi Grant PWSS,830000,709700,78900,510,127,29844,8222677
SILDUBI PWSS,6444400,5800000,644400,357,2017,30820,8230481
SILGHAGRI-I PWSS,1134000,970000,107000,0,715,32585,
SILKHAGURI PWSS,4205700,3785100,420600,102,5093,30760,8221834
Siluk PWSS,3188000,2726000,303000,180,3512,32099,8206111
SIMALTAPU PWSS,1111000,950000,106000,360,7667,31349,8231714
Similibari PWSS (revised),1900000,1710000,190000,139,13,31282,8184726
Simlabari PWSS (Kharmuza),3685000,3317000,368000,125,9061,29417,8235394
SIMLAGURI PWSS,5185100,4666600,518500,118,4829,29708,8234165
SIMLAGURI PWSS (II) ,4393000,3756000,417300,16,5866,31169,
SIMLAIPATHAR PWSS,8098000,6924000,769000,50,1672,30396,8161903
Simlibari No. 1 PWSS (revised),1150000,1035000,115000,168,14,28831,
SIMLITOLA TEA ESTATE PWSS,4524000,4072000,452000,290,697,31199,8171324
SIMOLUATI PWSS,4269000,3650000,405500,304,3096,30639,8346233
Simonabasti PWSS (New),2517500,2265800,251800,548,4393,31986,
Simultilah PWSS,753000,644000,72000,490,7081,32830,
SINDRIJHORA PWSS,1919000,1641000,182000,350,1750,31872,
Sindurai Pt-I PWSS,1837000,1570000,175000,0,7718,32593,4650200
SINGALA BAZAR  WSS,3040000,2736000,304000,155,2998,31940,8222652
Singarajan WSS,4419000,3778000,420000,0,7000,32555,
SINGARI ATI Solar Powered Mini PWSS,1292000,1104700,122800,17,7764,27669,8356281
Singari P.W.S.Scheme,4400000,3762000,418000,175,1518,32433,
SINGIBILL PWSS,3312400,2981100,331200,214,1191,32159,
SINGIMARI,3633800,3270400,363400,65,92,29503,8182294
SINGIMARI HABI PWSS (revised),1140000,1026000,114000,120,728,28825,
Singimari No. 1 (Revised),4655000,4190000,466000,160,6126,28823,
Singimari No. 3 (REVISED),2180000,1962000,218000,45,6122,32023,
SINGIMARI PWSS,1277000,1091800,121300,0,1332,31621,
SINGIMARI PWSS,907000,776000,86000,119,6881,31149,8237206
SINGIMARI SONARI (Revised),4238000,3814000,424000,636,2254,28822,
Singirbond P.W.S.Scheme,833000,712200,79100,278,1688,31572,
Singirbond Pt.II (Roypara) PWSS,1000000,855000,95000,236,6915,32797,
Singirbond Pt.III PWSS,1600000,1368000,152000,333,6916,32799,
Singirbond Pt.IV PWSS,1797000,1536000,171000,324,6912,32641,
Singirbond Pt.V PWSS,667000,570600,63400,136,2880,31060,
SINGLO PATHAR PWSS,3219000,2752000,306000,0,9204,30847,8225974
SINGPHURA,2542200,2287900,254200,210,355,28416,8184627
SINGRITOLI PWSS (Revised),1649000,1409900,156700,0,305,30753,
SIRIPANI PWSS,908000,817000,91000,96,159,30568,8182349
Siyalmari Gaon PWSS,3878000,3315700,368400,92,11107,28565,30065876
Smithnaghat FV II P.W.S.Scheme,1230000,1052000,117000,339,701,32328,
SOCIALIST POTHAR,1511000,1291900,143500,0,358,29464,
SOCOLATING PWSS,3790500,3411500,379100,320,535,28294,8155485
SOKIAL,4655000,4189000,465000,191,519,29571,8186946
Solar Powered Binnaychara Pt III Mini PWSS,434000,371000,42000,0,7893,32455,8220834
Solesela PWSS,1520000,1368000,152000,80,5490,19564,6347707
SOLESUTI PWSS (revised),2670000,2403000,267000,272,5495,32586,
SOLGOI NO.8 PWSS,603300,542900,60300,621,467,32450,
SOLGOI PWSS,6178800,5560900,617900,432,3618,31253,8236983
SOLMARI KALYANPUR PWSS,3335000,2851000,317000,97,48,32338,8175588
SOLMARI MIKIRGAON PWSS,5922100,5329900,902500,233,2695,29890,8239396
SOLMARI Solar Powered Mini PWSS,135000,115400,12800,10,6843,32567,
Sombari Bazar W.S.Scheme,1347000,1152000,128000,369,817,32331,
Somdar No. 1,6667000,5700000,633000,36,1519,32486,
Somrasali PWSS,527400,450900,50100,433,9155,28017,3373976
Sonabarighat Pt. I & II PWSS,833000,712200,79100,335,7174,31198,8236264
Sonabarighat PWSS,900000,770000,86000,510,7168,32288,
SONABIL TE PWSS (Revised),1400000,1197000,133000,15,3835,29433,8192597
Sonacherra Bazar PWSS,3242000,2771900,308000,175,7056,30323,8227182
Sonai Nepali PWSS (Revised New),330000,282200,31400,0,14827,31156,
SONAIBERAPAM PWSS,2200000,1881000,209000,250,3097,30958,8194897
SONAIRPAR PWSS,6178800,5560900,617900,444,3622,31186,8237654
SONAJULI TE PWSS (REVISED),1542000,1318400,146500,20,3662,29730,8192523
Sonamoyee Pt I PWSS,9416000,8051000,894000,136,13899,33004,
SONAPUR PWSS,400000,342000,38000,0,5834,32118,
SONAPUR PWSS,2270000,2043000,227000,211,1470,31712,4651590
Sonapur-1 PWSS,1054000,948000,105000,335,3543,30933,8222342
Sonaripara PWSS (revised),4560000,4104000,456000,224,4301,32253,
SONBILL PWSS,9028800,8125900,902900,464,468,32355,
SONDHA PWSS,4335000,3901500,433500,392,3709,30185,8203387
SONGSHIBARI PWSS,5225000,4702500,522500,28,5533,29237,
SONKURIHA PWSS,8741000,7473600,830400,296,5946,31100,6193570
Sontoli Satra PWSS (Revised),950000,855000,0,280,7722,19567,
SORAIBIL BOSHABIL PWSS,909000,777000,86000,159,2382,31877,
SOULMARI PWSS,3185000,2723000,303000,0,5825,32488,8164435
SOULMARI-II PWSS,4662000,3986000,442000,0,719,31066,8152330
South Aradhanpur PWSS,837000,716000,80000,252,2815,32757,
SOUTH MAIZGRAM PWSS,12087000,10878000,1209000,348,469,32534,
South Malugram PWSS,836000,715000,79000,198,2832,32993,
SREE- RAM CHAPORI,3039000,2598300,288700,120,5285,29701,6389931
Sri Nagar PWSS,1141000,1026000,114000,171,5497,26406,6348077
SRIJANGRAM PWSS,3423000,2926700,325200,0,1333,31020,8164011
Srinagar W.S.Scheme,4650000,3976000,442000,164,869,32772,
SRIRAMPUR PWSS,1212000,1036000,115000,400,1323,32167,
Sub-Lalong P.W.S.Scheme,3300000,2821500,313500,317,1567,31614,
SUBAIJHAR PWSS,4143000,3728700,414300,100,5801,26507,8234161
Suchia Pahar PWSS,4703000,4021000,447000,272,3513,31678,8205277
Suffry ,3686000,3152000,350000,0,1258,32543,
SUFFRY TE WSS,4412000,3772000,419000,0,5307,30850,6171421
SUKANJURI T.E. PWSS,1458400,1312500,145800,47,18346,32385,
Suktaguri PWSS,4240000,3625200,402800,122,4331,29633,8199396
Suktala PWSS ,4260000,3642000,405000,347,7074,32829,
SULTANICHERRA BASTI PWSS,6058000,5452000,606000,162,5010,31293,
SULTANICHERRA WSS,671000,604000,67000,188,5021,32248,
SUMDAR KUKURACHOWA PWSS,3322200,2989900,332200,451,5944,31445,8218259
Sunacherra PWSS ,700000,599000,67000,409,6922,32802,
SUNADARI PWSS,4011000,3610000,401000,245,472,31613,8202036
SUNADARI-II PWSS,0,4843600,538200,265,473,30808,8202039
SUNATOLA PWSS,4712000,4240800,471200,294,3623,31726,8236990
Sundari Pt.II PWSS,830000,710000,79000,502,7080,32831,
Sundari Pt.IV P.W.S.Scheme,4260000,3642000,405000,249,806,31885,
SUNPUA LONGKAK PWSS,5290600,4761500,529100,170,6460,31314,8205220
SUPERIBHITA PWSS,3691000,3322000,369000,249,61,30992,8159928
SURIBARI PWSS,659000,563000,63000,181,8635,30845,1698481
SURJYAKHATA - I PWSS,860000,735000,82000,0,5819,31243,
SWAPANPUR WSS,3257000,2931000,326000,196,3548,31990,8202301
TAKTARA PWSS,3335500,3001900,333500,65,5302,23152,8220448
TAKUNABORI PWSS,4673100,4205700,467300,182,2150,31737,8220859
TALAKABARI BENGALI PWSS (Revised),2954800,2526400,280700,52,311,28564,8148081
TALAKABARI PWSS (REVISED),2820000,2411100,267900,48,310,32866,8148068
Taligram P.W.S.Scheme,4900000,4190000,466000,103,1425,32997,
Talpather PWSS,4717700,4245900,471800,103,5236,32631,
Tamuli Gaon PWSS,3855100,3469600,385500,118,7155,29602,8220741
Tamuli Pathar PWSS,399000,359100,39900,242,6999,33070,
TAMULICHINGA GAYAN GAON PWSS,4866900,4380200,486700,206,4558,29671,8224990
TAMULIGAON PWSS,4125900,3713300,412600,309,488,28912,8155390
Tanganmari (Revised),5130000,4617000,513000,207,5599,30910,8225653
Tangaon I PWSS,2690000,2421000,269000,171,9151,30941,5456359
Tapaban Nagar P.W.S.Scheme,1300000,1112000,124000,296,1327,32369,
TAPATJURI T.E. PWSS,2633500,2370100,263300,163,18342,30685,30058580
Taradubi Zone-I PWSS,112000,100800,11200,356,29425,32731,
Taradubi Zone-I PWSS,6260000,5634000,626000,356,1219,29425,8176399
Taradubi Zone-II PWSS,5196000,4672000,519000,414,1011,30608,8176349
Taradubi Zone-II PWSS,112000,100800,11200,414,30608,32732,
TARAJAN PWSS,4145000,3730000,415000,233,7505,30766,8239278
TARANGAPUR BAZAR PWSS,3691000,3322000,369000,305,724,31280,8176558
TARANGAPUR PWSS,3102000,2792000,310000,209,62,30640,8159980
TARANI BARKACHARI,2991000,2691500,299100,182,342,32284,
TARAPARA PWSS (Revised),5365000,4828000,536000,26,5499,28820,5440773
Tarapur Bazar Nagapunjee PWSS,3025000,2586000,287000,298,6918,32796,
Tarkata PWSS,3642000,3114000,346000,150,4630,30288,8202835
TARMATHA PWSS,1723400,1551000,172300,420,1015,30727,8187374
